X,Y,FID,
14.564629,45.276531,ports_harbor.1
14.466707,44.534887,ports_harbor.2
17.432623,43.050354,ports_harbor.3
14.43398,45.324236,ports_harbor.4
13.633705,45.082204,ports_harbor.5
18.086906,42.657644,ports_harbor.6
15.268193,44.094204,ports_harbor.7
16.683333,43.183333,ports_harbor.8
15.233333,44.116667,ports_harbor.9
14.949975,44.580691,ports_harbor.10
17.566667,42.95,ports_harbor.11
13.839248,44.840976,ports_harbor.12
16.436365,43.501049,ports_harbor.13
13.741389,45.554722,ports_harbor.14
19.451111,41.313056,ports_harbor.15
13.516667,45.433333,ports_harbor.16
13.555425,45.316992,ports_harbor.17
14.533333,45.3,ports_harbor.18
14.767056,44.967078,ports_harbor.19
17.483333,43.016667,ports_harbor.20
15.45,43.933333,ports_harbor.21
16.65015,43.259579,ports_harbor.22
15.0,44.066667,ports_harbor.23
13.750672,44.917784,ports_harbor.24
14.918375,44.154051,ports_harbor.25
14.701066,45.168786,ports_harbor.26
14.416667,44.966667,ports_harbor.27
18.216173,42.580091,ports_harbor.28
18.001791,42.68311,ports_harbor.29
17.252,43.152,ports_harbor.30
13.816667,44.933333,ports_harbor.31
16.45,43.166667,ports_harbor.32
14.765178,44.266315,ports_harbor.33
14.9,44.7,ports_harbor.34
15.855377,43.715908,ports_harbor.35
16.69754,43.166454,ports_harbor.36
15.065474,44.492573,ports_harbor.37
14.633333,45.15,ports_harbor.38
16.083333,43.05,ports_harbor.39
17.133333,42.95,ports_harbor.40
15.716667,43.683333,ports_harbor.41
14.585511,45.023603,ports_harbor.42
14.11913,44.965851,ports_harbor.43
18.125872,42.621699,ports_harbor.44
17.933457,42.6834,ports_harbor.45
14.733333,44.833333,ports_harbor.46
17.020228,43.286268,ports_harbor.47
14.533333,45.116667,ports_harbor.48
15.55,44.216667,ports_harbor.49
17.646219,43.05106,ports_harbor.50
16.45,43.333333,ports_harbor.51
14.25,45.233333,ports_harbor.52
14.449458,44.98179,ports_harbor.53
15.664713,43.664347,ports_harbor.54
14.416667,44.816667,ports_harbor.55
15.59153,43.818001,ports_harbor.56
14.397973,44.666094,ports_harbor.57
14.78654,45.1278,ports_harbor.58
13.566667,45.316667,ports_harbor.59
14.883333,44.55,ports_harbor.60
14.550625,45.216627,ports_harbor.61
16.703429,43.434114,ports_harbor.62
15.783333,43.683333,ports_harbor.63
14.311156,45.334662,ports_harbor.64
17.183333,42.983333,ports_harbor.65
15.05221,44.449524,ports_harbor.66
16.733333,43.35,ports_harbor.67
17.383333,42.783333,ports_harbor.68
14.166667,45.133333,ports_harbor.69
14.633333,45.016667,ports_harbor.70
13.59803,45.226341,ports_harbor.71
15.192775,44.079474,ports_harbor.72
15.92327,43.589321,ports_harbor.73
14.96839,44.600576,ports_harbor.74
17.683333,42.816667,ports_harbor.75
15.784743,43.734389,ports_harbor.76
18.572314,42.448732,ports_harbor.77
15.79817,43.718665,ports_harbor.78
14.285037,45.132737,ports_harbor.79
14.066667,45.066667,ports_harbor.80
14.15211,45.08115,ports_harbor.81
16.299274,43.398596,ports_harbor.82
15.967794,43.528717,ports_harbor.83
15.166667,43.933333,ports_harbor.84
17.6,42.733333,ports_harbor.85
17.916667,42.716667,ports_harbor.86
14.9,45.0,ports_harbor.87
16.6,43.183333,ports_harbor.88
15.43967,44.293442,ports_harbor.89
15.9,43.733333,ports_harbor.90
14.7,44.366667,ports_harbor.91
14.5,45.033333,ports_harbor.92
16.716667,42.966667,ports_harbor.93
14.516552,44.516594,ports_harbor.94
14.674481,45.08124,ports_harbor.95
16.467153,43.53187,ports_harbor.96
17.882206,42.784122,ports_harbor.97
14.71838,45.152411,ports_harbor.98
14.668823,45.15071,ports_harbor.99
16.345795,43.495634,ports_harbor.100
16.882906,43.283947,ports_harbor.101
15.916667,43.816667,ports_harbor.102
14.3,44.516667,ports_harbor.103
16.364546,43.364115,ports_harbor.104
17.7,42.833333,ports_harbor.105
18.1,42.666667,ports_harbor.106
17.179009,43.122111,ports_harbor.107
16.55,43.383333,ports_harbor.108
16.433333,43.55,ports_harbor.109
15.456175,43.923153,ports_harbor.110
15.636836,43.797756,ports_harbor.111
14.1,44.966667,ports_harbor.112
17.399751,42.917129,ports_harbor.113
16.25,43.516667,ports_harbor.114
16.833333,42.75,ports_harbor.115
14.25,44.633333,ports_harbor.116
15.783333,43.766667,ports_harbor.117
17.1,42.983333,ports_harbor.118
16.203989,43.065747,ports_harbor.119
13.656438,45.541112,ports_harbor.120
13.568174,45.528243,ports_harbor.121
13.590777,45.51423,ports_harbor.122
15.834479,43.698959,ports_harbor.123
14.860671,44.704039,ports_harbor.124
14.767112,44.753506,ports_harbor.125
15.500907,43.861371,ports_harbor.126
13.60019,45.150626,ports_harbor.127
14.91738,44.928277,ports_harbor.128
17.269486,43.010739,ports_harbor.129
19.084862,42.091803,ports_harbor.130
18.357525,39.794358,ports_harbor.131
18.274074,39.830885,ports_harbor.132
18.209595,39.837355,ports_harbor.133
18.116329,39.885035,ports_harbor.134
18.396868,39.932679,ports_harbor.135
18.407774,39.973933,ports_harbor.136
18.428291,40.00049,ports_harbor.137
17.983017,40.059784,ports_harbor.138
17.986718,40.138871,ports_harbor.139
18.492492,40.151,ports_harbor.140
17.893988,40.253496,ports_harbor.141
17.562732,40.295904,ports_harbor.142
18.4082,40.303174,ports_harbor.143
17.329956,40.363071,ports_harbor.144
17.277461,40.384254,ports_harbor.145
18.300257,40.395595,ports_harbor.146
17.150977,40.495283,ports_harbor.147
18.251758,40.43378,ports_harbor.148
17.984265,40.654059,ports_harbor.149
17.588595,40.791946,ports_harbor.150
17.470575,40.839299,ports_harbor.151
17.305283,40.956601,ports_harbor.152
17.203446,41.005497,ports_harbor.153
17.100704,41.061208,ports_harbor.154
16.853294,41.142856,ports_harbor.155
16.672531,41.190825,ports_harbor.156
16.590139,41.212863,ports_harbor.157
16.507885,41.246092,ports_harbor.158
16.42328,41.283548,ports_harbor.159
16.293143,41.332132,ports_harbor.160
16.134253,41.389927,ports_harbor.161
15.923417,41.621754,ports_harbor.162
15.933634,41.634815,ports_harbor.163
16.075682,41.70991,ports_harbor.164
16.17938,41.889127,ports_harbor.165
15.795132,41.921429,ports_harbor.166
15.667092,41.922986,ports_harbor.167
15.888575,41.931319,ports_harbor.168
16.009204,41.949193,ports_harbor.169
15.501377,42.119305,ports_harbor.170
17.187078,40.432848,ports_harbor.171
17.175121,40.440859,ports_harbor.172
17.203084,40.473646,ports_harbor.173
17.222622,40.475864,ports_harbor.174
17.236103,40.470091,ports_harbor.175
17.296689,40.380041,ports_harbor.176
17.991236,40.060662,ports_harbor.177
17.989479,40.059091,ports_harbor.178
17.999943,40.067511,ports_harbor.179
17.973985,40.057894,ports_harbor.180
17.979856,40.053271,ports_harbor.181
18.447985,40.030008,ports_harbor.182
18.485056,40.079152,ports_harbor.183
18.123126,40.498503,ports_harbor.184
17.936938,40.642986,ports_harbor.185
17.950166,40.643094,ports_harbor.186
17.088728,41.064932,ports_harbor.187
16.998894,41.089493,ports_harbor.188
16.961429,41.097479,ports_harbor.189
16.879243,41.126313,ports_harbor.190
16.768952,41.161368,ports_harbor.191
16.750687,41.16597,ports_harbor.192
15.949697,41.615283,ports_harbor.193
15.497392,42.121228,ports_harbor.194
14.999158,42.005755,ports_harbor.252
18.391632,39.860304,ports_harbor.195
12.749639,43.969153,ports_harbor.196
12.749639,43.969153,ports_harbor.197
12.7185,43.971667,ports_harbor.198
12.657332,44.006981,ports_harbor.199
12.575254,44.07919,ports_harbor.200
18.691502,42.433196,ports_harbor.201
12.572329,44.07585,ports_harbor.202
12.472682,44.143539,ports_harbor.203
12.402402,44.207068,ports_harbor.204
12.723221,45.536805,ports_harbor.304
12.398098,44.205175,ports_harbor.205
12.39604,44.204784,ports_harbor.206
12.359939,44.269167,ports_harbor.207
12.358882,44.268422,ports_harbor.208
12.243404,44.442496,ports_harbor.209
12.288642,44.48918,ports_harbor.210
12.291333,44.491667,ports_harbor.211
12.290625,44.487957,ports_harbor.212
12.287067,44.49668,ports_harbor.213
12.27947,44.526584,ports_harbor.214
12.2844,44.553775,ports_harbor.215
12.250118,44.676652,ports_harbor.216
12.236354,44.671091,ports_harbor.217
12.257962,44.80362,ports_harbor.218
12.25652,44.80321,ports_harbor.219
12.254558,44.803355,ports_harbor.220
12.288485,44.842031,ports_harbor.221
12.290692,44.841062,ports_harbor.222
12.347556,44.818585,ports_harbor.223
12.904512,43.923335,ports_harbor.224
13.62404,43.509873,ports_harbor.225
13.220482,43.721985,ports_harbor.226
13.499321,43.622123,ports_harbor.227
13.732574,43.310866,ports_harbor.228
12.784558,43.964555,ports_harbor.229
13.809498,43.164822,ports_harbor.230
13.885285,42.955872,ports_harbor.231
13.016702,43.852308,ports_harbor.232
13.499616,43.621236,ports_harbor.233
13.014051,43.849249,ports_harbor.234
13.482083,43.606762,ports_harbor.235
13.494679,43.612457,ports_harbor.236
13.591683,43.565705,ports_harbor.237
13.624403,43.522426,ports_harbor.238
13.665189,43.434659,ports_harbor.239
13.385499,43.637988,ports_harbor.240
13.921343,42.893278,ports_harbor.241
13.973287,42.751819,ports_harbor.242
14.036933,42.657205,ports_harbor.243
14.228081,42.466782,ports_harbor.244
14.408938,42.357598,ports_harbor.245
14.447473,42.311306,ports_harbor.246
14.536839,42.238277,ports_harbor.247
14.292501,42.420643,ports_harbor.248
14.852597,42.036469,ports_harbor.249
14.710841,42.176349,ports_harbor.250
14.218653,42.465008,ports_harbor.251
15.070914,41.948857,ports_harbor.253
14.788803,42.068992,ports_harbor.254
15.001934,42.001638,ports_harbor.255
12.274283,44.555211,ports_harbor.256
13.068821,45.658023,ports_harbor.257
13.093433,45.650639,ports_harbor.258
13.143176,45.697066,ports_harbor.259
13.146045,45.701063,ports_harbor.260
13.072726,45.703573,ports_harbor.261
13.071209,45.704661,ports_harbor.262
13.071657,45.705974,ports_harbor.263
13.064489,45.761216,ports_harbor.264
13.168238,45.762159,ports_harbor.265
13.243041,45.759187,ports_harbor.266
13.232837,45.790512,ports_harbor.267
13.231674,45.796023,ports_harbor.268
13.375917,45.682525,ports_harbor.269
13.381054,45.682905,ports_harbor.270
13.400597,45.681414,ports_harbor.271
13.383629,45.684784,ports_harbor.272
13.354767,45.75371,ports_harbor.273
13.465778,45.705421,ports_harbor.274
13.541409,45.780817,ports_harbor.275
13.549751,45.789216,ports_harbor.276
13.538063,45.782848,ports_harbor.277
13.532393,45.789839,ports_harbor.278
13.534641,45.787795,ports_harbor.279
13.584079,45.781585,ports_harbor.280
13.568795,45.795599,ports_harbor.281
13.562734,45.796522,ports_harbor.282
13.558219,45.797079,ports_harbor.283
13.598995,45.773169,ports_harbor.284
13.63025,45.769401,ports_harbor.285
13.650182,45.752746,ports_harbor.286
13.668894,45.740756,ports_harbor.287
13.690172,45.726566,ports_harbor.288
13.711797,45.70631,ports_harbor.289
13.736631,45.693688,ports_harbor.290
13.750575,45.682553,ports_harbor.291
12.290624,45.219044,ports_harbor.339
13.76126,45.660018,ports_harbor.292
13.758551,45.648854,ports_harbor.293
13.752214,45.648248,ports_harbor.294
13.767492,45.653058,ports_harbor.295
13.7492,45.634432,ports_harbor.296
13.803518,45.609988,ports_harbor.297
18.700398,42.427016,ports_harbor.298
18.937461,42.205726,ports_harbor.299
13.766894,45.606853,ports_harbor.300
13.751311,45.609348,ports_harbor.301
13.722091,45.596835,ports_harbor.302
12.583197,45.48288,ports_harbor.303
12.860443,45.591353,ports_harbor.305
12.910286,45.617281,ports_harbor.306
12.370173,45.431799,ports_harbor.307
12.877804,45.600502,ports_harbor.308
12.288945,45.229294,ports_harbor.309
12.27868,45.225488,ports_harbor.310
12.855634,45.590181,ports_harbor.311
12.447838,45.472076,ports_harbor.312
12.755307,45.542407,ports_harbor.313
12.586444,45.487363,ports_harbor.314
12.310891,45.14846,ports_harbor.315
12.258478,45.431083,ports_harbor.316
13.006192,45.636803,ports_harbor.317
12.464478,44.848385,ports_harbor.318
12.29342,45.224696,ports_harbor.319
12.583165,45.490661,ports_harbor.320
12.367952,45.049137,ports_harbor.321
12.451726,45.567911,ports_harbor.322
12.732016,45.540967,ports_harbor.323
12.277,45.19346,ports_harbor.324
12.355234,45.060741,ports_harbor.325
12.585914,45.484493,ports_harbor.326
12.232552,45.461797,ports_harbor.327
12.261998,45.210185,ports_harbor.328
12.305907,45.438579,ports_harbor.329
12.282551,45.220574,ports_harbor.330
12.280613,45.054847,ports_harbor.331
12.853836,45.589676,ports_harbor.332
12.490137,44.96629,ports_harbor.333
12.274349,45.182295,ports_harbor.334
12.269435,45.182925,ports_harbor.335
12.269569,45.180098,ports_harbor.336
12.28991,45.179171,ports_harbor.337
12.274216,45.222759,ports_harbor.338
12.250929,45.356923,ports_harbor.340
12.316658,45.347019,ports_harbor.341
12.366213,45.428473,ports_harbor.342
12.344906,45.429829,ports_harbor.343
12.329434,45.423405,ports_harbor.344
19.484224,40.452769,ports_harbor.345
19.581627,41.808909,ports_harbor.346
20.003787,39.871116,ports_harbor.347
18.8404,42.279419,ports_harbor.348
18.53372,42.450186,ports_harbor.349
18.76719,42.427126,ports_harbor.350
18.55505,42.426433,ports_harbor.351
19.202792,41.922957,ports_harbor.352
